artist,song,duration_ms,explicit,year,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,genre,
*NSYNC,Gone,292000,False,2001,45,699,403,11,-8564,0,0.0614,421,0.0,126,0.5,113922,pop,
Lifehouse,Hanging By A Moment,216360,False,2000,61,537,858,1,-4903,1,0.0349,0.000966,0.0,0.0812,502,124599,"pop, rock, metal",
Nelly,Dilemma,289160,True,2002,77,727,552,2,-8074,0,0.14,227,0.000164,198,607,168189,"hip hop, pop, R&B",
Eminem,Without Me,290320,True,2002,87,908,669,7,-2827,1,0.0738,0.00286,0.0,237,662,112238,hip hop,
Avril Lavigne,Complicated,244506,False,2002,78,585,776,5,-5898,1,0.0459,0.0572,7.74e-06,0.3,427,77987,pop,
Vanessa Carlton,A Thousand Miles,237493,False,2002,75,0.56,825,11,-3862,1,0.0379,323,0.0,161,268,94931,"Folk/Acoustic, pop",
The Calling,Wherever You Will Go,208600,False,2001,72,558,719,2,-5113,1,0.0267,0.0367,0.0,115,371,112027,pop,
Shakira,Underneath Your Clothes,224066,False,2001,64,616,597,8,-5328,1,0.0415,691,0.0,104,362,165508,"pop, latin",
No Doubt,Underneath It All,302720,False,2001,27,729,731,4,-4822,1,0.0684,232,1.57e-06,391,839,138202,"rock, pop",
Truth Hurts,Addictive,226440,True,2002,58,701,677,11,-6591,0,147,0.0737,0.000162,187,367,99271,"pop, R&B",
Busta Rhymes,I Know What You Want (feat. Flipmode Squad),324306,True,2002,68,648,759,6,-4315,1,306,0.0142,0.0,648,518,85996,"hip hop, pop",
Eminem,'Till I Collapse,297786,True,2002,85,548,847,1,-3237,1,186,0.0622,0.0,0.0816,0.1,171447,hip hop,
Diddy,"I Need a Girl (Pt. 2) [feat. Loon, Ginuwine & Mario Winans]",285586,False,2004,69,713,471,1,-7392,0,483,421,0.0,0.0308,779,199764,"hip hop, pop",
Christina Milian,When You Look At Me - Radio Edit,222546,False,2001,60,955,839,3,-3399,0,127,0.0934,0.000175,99,825,108955,"hip hop, pop, R&B",
Madonna,Die Another Day,276360,False,2003,53,792,797,0,-5166,0,0.0901,62,0.00325,0.0896,491,123993,pop,
Jennifer Lopez,I'm Gonna Be Alright (feat. Nas),172240,False,2002,53,718,0.69,10,-4382,0,265,106,0.0,271,774,93401,"hip hop, pop, R&B",
Angie Martinez,If I Could Go! (feat. Lil' Mo & Sacario),244466,False,2019,40,583,643,9,-7486,0,355,171,0.0,0.0395,0.7,195685,pop,
Linkin Park,In the End,216880,False,2000,83,556,864,3,-5.87,0,0.0584,0.00958,0.0,209,0.4,105143,"rock, metal",
Las Ketchup,The Ketchup Song (Aserejé) - Spanglish Version,213973,False,2002,66,607,923,1,-6777,1,0.0948,0.0193,1.1e-06,0.0924,868,184819,set(),
Aaliyah,Rock The Boat,275026,False,2019,0,641,0.72,5,-5209,1,0.0336,0.0688,0.00286,193,418,92988,"hip hop, pop, R&B",
Holly Valance,Kiss Kiss,204400,False,2002,54,705,717,4,-4944,0,125,0.00369,461,0.0701,554,97036,"pop, Dance/Electronic",
Sugababes,Round Round,236426,False,2002,59,0.74,845,6,-3802,0,0.0338,0.00287,6.23e-06,115,749,126607,"pop, R&B",
Marilyn Manson,Tainted Love,200426,False,2003,60,622,876,8,-7779,1,0.0728,0.00107,1.83e-06,292,537,142017,"rock, metal",
Brandy,What About Us?,253200,False,2002,43,686,698,5,-2942,0,223,263,0.0,0.39,748,93118,"hip hop, pop, R&B",
Chad Kroeger,Hero (feat. Josey Scott),200480,False,2003,66,427,843,4,-4.54,1,0.0364,0.00216,0.0,179,304,147387,metal,
Britney Spears,Overprotected - Radio Edit,198600,False,2001,61,682,894,0,-1.73,0,0.0727,0.0381,0.0,416,845,95992,pop,
Scooter,The Logical Song,234116,False,2013,46,527,933,6,-6277,0,0.0382,0.00112,0.0362,425,493,144043,"pop, Dance/Electronic",
Missy Elliott,4 My People (feat. Eve),289373,True,2001,49,969,701,1,-7503,1,156,0.14,0.00161,201,905,121392,"hip hop, pop, R&B",
Aaliyah,More Than A Woman,230346,False,2002,42,646,638,11,-5803,1,0.0787,0.0556,0.0014,182,0.74,86994,"hip hop, pop, R&B",
Brandy,Full Moon,248933,False,2002,52,611,654,10,-4823,0,139,372,0.00432,0.0926,609,105922,"hip hop, pop, R&B",
Blue,One Love,207186,False,2002,60,683,722,8,-4039,0,0.0358,0.0243,4.2e-05,0.35,854,95012,pop,
Busta Rhymes,Pass The Courvoisier Part II (feat. P. Diddy & Pharrell) - Remix,238600,True,2001,55,697,793,6,-4699,0,323,0.0844,0.0,0.0619,0.56,89767,"hip hop, pop",
Céline Dion,A New Day Has Come - Radio Remix,259773,False,2001,59,574,691,6,-5103,1,35,0.0826,1.65e-05,149,195,91969,pop,
Scooter,Nessaja,208449,False,2013,47,486,904,2,-6642,1,0.0364,0.000748,0.0984,187,118,143048,"pop, Dance/Electronic",
Eve,Gangsta Lovin',239266,True,2002,58,723,0.84,1,-3523,0,0.0608,0.0619,0.0,0.0945,827,94332,"hip hop, pop, R&B",
Disturbing Tha Peace,Move Bitch,272293,True,2002,59,777,751,1,-5692,1,133,245,0.0,0.1,191,177894,"hip hop, pop",
Khia,"My Neck, My Back (Lick It)",222560,True,2015,59,859,625,9,-4234,0,0.13,0.0296,0.0,0.0537,0.71,102072,"pop, R&B",
Tweet,Oops (Oh My) [feat. Missy Elliott],237800,True,2002,64,0.66,536,10,-8786,0,0.29,233,0.00669,111,775,159963,"hip hop, pop, R&B",
Kylie Minogue,Spinning Around,207866,False,2000,55,761,662,6,-7645,0,0.0548,292,6.19e-05,0.0956,631,120043,"pop, Dance/Electronic",
Nelly,Hot In Herre,228240,True,2002,75,956,745,11,-4753,0,0.12,206,0.0,0.0615,912,107075,"hip hop, pop, R&B",
Gareth Gates,Anyone of Us (Stupid Mistake),227866,False,2003,53,0.7,0.72,1,-6061,1,0.0261,285,0.0,0.0845,654,106986,pop,
Christina Aguilera,Dirrty (feat. Redman),298853,False,2002,68,0.64,889,2,-3073,1,322,107,0.0,339,436,99931,pop,
B2K,Uh Huh,223293,False,2002,49,855,681,2,-4955,1,0.0688,0.0881,3.7e-06,0.0592,908,99699,"hip hop, pop, R&B",
Sugababes,Freak Like Me,195866,False,2002,45,517,919,5,-3451,1,0.0925,0.0996,1.81e-06,557,387,91868,"pop, R&B",
Dirty Vegas,Days Go By,432146,False,2002,48,786,853,9,-8274,0,0.0688,0.0499,0.0872,0.35,309,126.99,Dance/Electronic,
Fat Joe,What's Luv? (feat. Ja-Rule & Ashanti),267093,True,2001,73,835,707,8,-5074,1,0.0598,0.0219,2.19e-05,108,919,93955,"hip hop, pop",
Liberty X,Just A Little,237359,False,2019,43,786,614,5,-6554,0,0.0574,0.00616,0.0,49,742,103887,pop,
No Doubt,Hella Good,242586,False,2001,26,771,665,8,-3954,1,35,0.0135,0.0123,0.0903,844,115142,"rock, pop",
LL Cool J,Luv U Better,287000,False,2002,2,668,806,6,-3.9,1,239,232,0.0,0.18,721,95022,"hip hop, pop, R&B",
Red Hot Chili Peppers,Can't Stop,269000,False,2002,80,618,938,9,-3442,1,0.0456,0.0179,0.0,167,875,91455,rock,
Musiq Soulchild,Halfcrazy,254493,False,2002,58,412,0.77,11,-6057,0,0.18,462,1.5e-06,0.0485,418,101955,"pop, R&B",
Sean Paul,Gimme the Light,228000,True,2002,59,778,761,2,-5529,1,0.0525,141,4.61e-05,0.0441,923,107288,"hip hop, pop",
Faith Evans,I Love You,267160,False,2001,53,489,757,11,-4062,0,0.0926,0.00981,0.0,234,567,168004,"hip hop, pop, R&B",
Charli Baltimore,Down 4 U,318213,True,2002,47,0.64,0.59,7,-7442,1,0.32,252,0.0,665,519,83133,pop,
Kylie Minogue,Love at First Sight,238266,False,2001,55,603,774,3,-6066,0,0.0428,0.0288,51,0.0533,0.48,124994,"pop, Dance/Electronic",
N.O.R.E.,Nothin',264653,True,2002,58,791,863,3,-6118,0,151,317,1.13e-06,0.27,742,97035,"hip hop, pop",
Gareth Gates,Unchained Melody,233666,False,2003,35,368,426,10,-8049,1,0.0277,255,5.39e-06,108,208,106.52,pop,
Diddy,I Need a Girl (Pt. 1) [feat. Usher & Loon],268800,False,2005,63,0.66,707,6,-5758,1,208,397,0.0,211,761,89279,"hip hop, pop",
Big Brovaz,Nu Flow,201480,False,2001,45,783,726,7,-8718,1,106,0.0903,2.53e-06,363,784,148062,pop,
No Doubt,Hey Baby,207040,False,2001,24,705,872,11,-3557,0,125,0.0602,0.0,228,746,93.63,"rock, pop",
Ashanti,Baby,265706,True,2002,55,567,0.58,4,-5757,0,223,0.0084,5.37e-06,0.0342,0.46,157596,"hip hop, pop, R&B",
Sophie Ellis-Bextor,Murder On The Dancefloor,230013,False,2002,62,734,848,1,-5285,0,0.0309,0.00312,1.16e-05,313,863,117.31,"pop, Dance/Electronic",
Justin Timberlake,Like I Love You,283626,False,2002,62,853,811,6,-4927,0,0.0646,0.0439,0.000307,0.0703,0.9,114964,pop,
Mary J. Blige,Rainy Dayz,276373,False,2001,32,412,667,6,-6997,1,229,195,0.0,305,533,68942,"pop, R&B",
A1,Caught in the Middle,206466,False,2001,53,519,874,5,-5122,1,34,0.0524,0.0,243,572,96072,pop,
Eminem,Cleanin' Out My Closet,297840,True,2002,71,908,758,9,-4753,0,174,0.0687,0.0,0.0783,0.87,148015,hip hop,
Ashanti,Happy,262226,True,2002,61,727,515,2,-6553,0,0.0289,241,3.74e-06,124,695,89488,"hip hop, pop, R&B",
Delta Goodrem,Born to Try,251280,False,2003,54,542,589,8,-6813,1,0.0284,246,0.0,188,336,133838,pop,
P!nk,Get the Party Started,192533,False,2001,68,802,903,11,-3267,0,46,0.0011,0.0,173,0.96,128.93,pop,
Alicia Keys,A Woman's Worth,303333,False,2001,52,652,0.41,4,-8323,0,158,333,0.0,64,495,75.09,"pop, R&B",
Daniel Bedingfield,Gotta Get Thru This - D'N'D Radio Edit,161240,False,2002,56,838,764,7,-5076,0,0.0586,0.0862,0.000122,0.0906,924,133592,pop,
Coldplay,Clocks,307879,False,2002,79,577,749,5,-7215,0,0.0279,599,0.0115,183,255,130.97,"rock, pop",
Missy Elliott,Work It,263226,True,2002,70,884,677,1,-5603,1,283,0.0778,0.0,0.0732,584,101868,"hip hop, pop, R&B",
Ronan Keating,If Tomorrow Never Comes,214306,False,2002,60,555,496,10,-6136,1,28,333,0.0,0.0956,0.27,79.01,"pop, rock",
Big Tymers,Still Fly,335613,True,2002,64,675,607,11,-3538,1,162,0.0302,8.97e-06,339,0.56,177928,"hip hop, pop",
Creed,My Sacrifice,294600,False,2001,69,0.32,0.88,2,-6035,1,0.0504,0.000101,4.31e-06,76,257,146349,"pop, rock, metal",
Ja Rule,Always On Time,245133,True,2001,73,839,706,5,-6104,0,199,208,0.0,242,839,96673,"hip hop, pop, R&B",
Ashanti,Foolish,227386,True,2002,70,665,695,0,-5763,1,0.0532,347,0.0,106,707,90119,"hip hop, pop, R&B",
Avril Lavigne,Sk8er Boi,204000,False,2002,75,487,0.9,0,-4417,1,0.0482,6.79e-05,0.0,358,484,149937,pop,
DJ Sammy,Heaven,233600,False,2002,63,571,953,8,-5601,1,0.0548,0.0011,0.000606,226,601,137965,pop,
Britney Spears,"I'm Not a Girl, Not Yet a Woman",231066,False,2001,58,534,543,3,-6857,1,0.0245,579,0.0,112,418,78996,pop,
Cam’ron,Oh Boy,204706,True,2002,67,754,767,6,-5586,1,145,0.0216,0.0,172,828,83014,"hip hop, pop",
Red Hot Chili Peppers,By the Way,216933,False,2002,73,451,0.97,0,-4938,1,107,0.0264,0.00355,102,198,122444,rock,
Elvis Presley,A Little Less Conversation - JXL Radio Edit Remix,211506,False,2002,60,597,0.97,4,-5972,0,0.0502,0.000385,205,133,717,114999,"rock, easy listening",
Atomic Kitten,The Tide Is High - Radio Mix,206093,False,2002,65,783,649,7,-4127,1,0.0322,0.0209,0.00482,67,665,103997,pop,
*NSYNC,Girlfriend,253600,False,2001,50,745,807,0,-5191,0,0.0884,0.0887,1.49e-05,0.0283,858,93967,pop,
Robbie Williams,Somethin' Stupid,170493,False,2001,64,654,515,0,-12185,1,0.0261,429,5.62e-06,174,677,106191,"pop, rock",
Alanis Morissette,Hands Clean,269400,False,2002,57,513,0.82,7,-5428,1,0.0299,0.00192,2.83e-06,504,0.52,99952,"pop, Folk/Acoustic",
Usher,U Don't Have to Call,269400,True,2001,59,793,568,1,-4958,1,0.0459,0.0478,3.57e-05,0.0304,806,100005,"hip hop, pop, R&B",
Creed,One Last Breath - Radio Version,242000,False,2015,47,0.38,725,2,-6094,1,0.0365,0.00571,0.00015,0.3,202,130581,"pop, rock, metal",
The Goo Goo Dolls,Here Is Gone,238173,False,2002,56,338,685,1,-5178,1,0.0322,0.00052,0.000512,109,221,102192,"pop, rock",
Puddle Of Mudd,She Hates Me,216760,True,2001,70,0.58,748,4,-5433,1,0.0323,0.00935,0.0,753,584,109781,"rock, metal",
Ludacris,Rollout (My Business),296586,True,2001,60,921,668,7,-8.73,1,235,0.0949,0.0,592,892,131059,"hip hop, pop",
Blazin' Squad,Crossroads - Radio Edit,188693,False,2012,40,661,746,4,-5153,1,42,109,0.0,325,502,144188,set(),
Default,Wasting My Time,268693,False,2001,40,443,769,2,-5529,1,0.0312,0.00138,0.0,0.0677,0.17,147973,"rock, pop, metal",
Michelle Branch,All You Wanted,217680,False,2001,60,499,0.72,8,-9101,1,0.0286,0.00466,0.00303,122,652,96103,"pop, Folk/Acoustic",
Daniel Bedingfield,If You're Not The One,257026,False,2002,58,688,538,10,-7608,1,0.0292,504,0.0,111,0.27,119998,pop,
Enrique Iglesias,Escape,208626,False,2001,56,776,844,11,-5305,1,0.0297,0.0277,0.000244,135,868,125972,"pop, latin",
Puddle Of Mudd,Blurry,303920,False,2001,64,432,936,3,-4537,0,0.0562,0.00691,0.0,0.14,499,157469,"rock, metal",
Coldplay,In My Place,226680,False,2002,72,424,588,9,-5455,1,0.0278,0.0553,4.95e-06,298,193,144636,"rock, pop",
Outkast,The Whole World (feat. Killer Mike),295346,True,2001,51,814,852,2,-6176,1,401,0.0958,1.32e-06,0.0288,717,184682,"hip hop, pop",
P!nk,Don't Let Me Get Me - Radio Edit,210693,False,2001,60,624,0.85,0,-4754,0,0.0756,0.00234,0.0,0.0621,615,98525,pop,
50 Cent,In Da Club,193466,True,2003,81,899,713,6,-2752,0,366,255,0.0,0.0708,777,90051,"hip hop, pop",
Sean Paul,Get Busy,211666,False,2002,74,735,824,10,-4143,0,36,615,0.0,158,726,100202,"hip hop, pop",
Eminem,"Lose Yourself - From ""8 Mile"" Soundtrack",322226,True,2004,77,686,735,2,-4616,1,264,0.00921,0.00066,342,0.0596,171355,hip hop,
Beyoncé,Crazy In Love (feat. Jay-Z),236133,False,2003,76,646,0.77,2,-6596,0,226,0.00249,0.0,0.0715,681,99165,"pop, R&B",
Counting Crows,Big Yellow Taxi,225426,False,2003,50,669,873,8,-4315,1,0.0494,0.00204,0.0,137,827,88029,"rock, pop",
Black Eyed Peas,Where Is The Love?,272533,False,2003,68,835,687,5,-3.18,1,184,101,0.0,132,828,94059,"hip hop, pop",
Jennifer Lopez,Jenny from the Block (feat. Jadakiss & Styles P.) - Track Masters Remix,187840,False,2002,70,845,768,6,-5448,1,188,0.00733,5.04e-06,0.0575,0.96,100.0,"hip hop, pop, R&B",
Black Eyed Peas,Shut Up,296186,False,2003,56,0.81,714,2,-3966,1,243,0.0637,0.0,237,561,112968,"hip hop, pop",
t.A.T.u.,All The Things She Said,214440,True,2020,39,527,834,5,-5767,0,0.0474,0.0411,0.00599,105,381,179.92,pop,
Benny Benassi,Satisfaction (Isak Original Extended) - Benny Benassi Presents The Biz,285570,False,2003,66,793,698,11,-3626,1,104,163,145,0.0745,339,130017,"pop, Dance/Electronic",
Busta Rhymes,I Know What You Want (feat. Flipmode Squad),324306,True,2002,68,648,759,6,-4315,1,306,0.0142,0.0,648,518,85996,"hip hop, pop",
Panjabi MC,Mundian to Bach Ke,244666,False,2003,61,778,879,8,-4951,0,0.0371,399,792,0.15,942,98077,"World/Traditional, hip hop",
Mis-Teeq,Scandalous - U.S. Radio Edit,238840,False,2004,59,734,668,0,-3935,0,0.0349,0.0526,0.0,0.0925,651,99971,"pop, Dance/Electronic",
JAY-Z,03' Bonnie & Clyde,205560,True,2002,71,759,678,9,-5148,0,314,0.23,0.0,0.15,327,89.64,hip hop,
50 Cent,P.I.M.P.,249480,True,2003,76,712,772,10,-3024,0,346,0.0521,4.35e-06,0.0368,848,84722,"hip hop, pop",
Jamelia,Superstar,215480,False,2003,69,801,645,1,-6.93,1,0.0356,0.0457,0.0,0.0357,824,110.01,pop,
Linkin Park,Faint,162600,False,2003,72,554,978,4,-3554,1,131,111,0.0,0.0731,594,135095,"rock, metal",
DMX,X Gon' Give It To Ya,217586,True,2007,70,761,899,10,-3.09,0,183,0.0135,0.0,0.0719,673,95027,"hip hop, pop",
Evanescence,Bring Me To Life,235893,False,2003,79,331,943,4,-3188,0,0.0698,0.00721,2.06e-06,242,296,94612,metal,
Sugababes,Hole In The Head,218173,False,2003,57,785,933,6,-4629,0,0.0309,0.0303,0.0,137,962,125011,"pop, R&B",
Craig David,Rise & Fall (feat. Sting),287226,False,2002,59,405,589,6,-7.51,0,0.0586,252,0.0,661,808,83373,"hip hop, pop, R&B",
Three Days Grace,I Hate Everything About You,231480,False,2003,72,498,0.83,6,-5157,0,0.0421,0.00461,0.0,139,453,89342,"rock, metal",
Lil Jon & The East Side Boyz,Get Low,324600,False,2002,47,0.78,604,1,-8019,1,0.0396,22,0.0,194,0.12,101043,"hip hop, pop",
B2K,"Bump, Bump, Bump (feat. P. Diddy)",282773,False,2003,62,835,0.68,1,-6.02,0,0.21,0.1,0.0,49,889,95508,"hip hop, pop, R&B",
Baby Bash,Suga Suga,239026,False,2003,73,662,748,5,-3041,0,268,688,8.43e-06,0.0841,535,82331,"hip hop, pop, R&B, latin",
Aaliyah,Miss You - Main,245240,False,2002,36,602,0.34,10,-9867,1,0.0375,618,0.0,234,511,109598,"hip hop, pop, R&B",
Britney Spears,Me Against the Music (feat. Madonna) - LP Version / Video Mix,223773,False,2003,59,804,836,6,-6635,0,89,0.32,0.0,213,0.85,120046,pop,
Blue,Sorry Seems To Be The Hardest Word,210066,False,2004,57,564,0.6,7,-6814,0,0.0305,183,2.19e-06,0.38,442,78955,pop,
Delta Goodrem,Lost Without You,248546,False,2003,54,581,747,7,-6682,1,0.0283,0.0365,1.69e-06,193,514,146301,pop,
Justin Timberlake,Rock Your Body,267266,False,2002,76,892,714,4,-6055,0,141,201,0.000234,0.0521,817,100972,pop,
The White Stripes,Seven Nation Army,231920,False,2003,3,741,469,4,-7627,0,0.0805,0.00601,447,306,313,123904,"rock, blues",
Youngbloodz,Damn! (feat. Lil' Jon) - Club Mix,298600,True,2003,54,772,724,6,-5799,0,307,0.0149,0.0,355,518,84038,"hip hop, pop",
Beyoncé,Baby Boy (feat. Sean Paul),244826,False,2003,63,655,488,1,-9.17,1,0.22,0.0825,1.16e-06,221,791,91025,"pop, R&B",
Lil' Kim,Magic Stick,359973,True,2019,47,849,498,2,-7872,1,272,116,4.49e-05,268,502,92.98,"hip hop, pop, R&B",
Christina Aguilera,Can't Hold Us Down (feat. Lil' Kim),255266,False,2002,61,859,658,8,-4481,1,192,0.0326,0.00181,0.0651,538,98989,pop,
Nickelback,Someday,207466,False,2003,68,455,858,11,-5659,0,0.0391,0.000616,0.000247,226,597,163118,"rock, metal",
Blue,U Make Me Wanna - Radio Edit,222400,False,2003,48,0.6,736,7,-6228,1,0.0329,325,0.0,137,848,158108,pop,
Ashanti,Rain On Me,297960,False,2003,50,606,699,8,-3103,0,0.0337,343,1.89e-06,0.0757,509,83701,"hip hop, pop, R&B",
Trapt,Headstrong,285569,True,2002,72,492,896,4,-5819,0,117,0.000172,2.78e-06,189,534,184981,"rock, metal",
Simply Red,Sunrise,199040,False,2008,58,791,733,5,-5123,0,29,0.00189,201,0.0859,917,105987,"rock, R&B, Folk/Acoustic, pop",
Lumidee,"Never Leave You (Uh Oooh, Uh Oooh)",184906,False,2003,61,811,657,6,-6197,1,362,0.0391,712,0.0798,777,199958,"pop, R&B",
Girls Aloud,Sound Of The Underground,221426,False,2003,58,568,867,11,-5861,1,0.0365,0.00344,4.67e-05,328,0.88,163944,"pop, Dance/Electronic",
Nelly,Shake Ya Tailfeather (feat. P. Diddy & Murphy Lee) - 2016 Remaster,293666,False,2016,52,527,808,1,-4749,1,295,176,0.0,169,907,87025,"hip hop, pop, R&B",
Room 5,Make Luv,212413,False,2003,57,883,887,1,-4.92,1,116,0.0111,0.63,0.0367,648,124814,Dance/Electronic,
Fatman Scoop,Be Faithful,164506,True,2009,49,649,713,7,-6488,1,295,0.000787,0.0,318,629,101129,hip hop,
Limp Bizkit,Behind Blue Eyes,269973,False,2003,70,595,489,7,-6.66,1,0.0271,497,0.0,119,0.0902,120315,metal,
Sugababes,Too Lost In You,237693,False,2003,58,586,705,1,-4904,0,0.0287,0.0485,0.0,0.15,459,98014,"pop, R&B",
50 Cent,"Wanksta - From ""8 Mile"" Soundtrack",219400,True,2003,57,802,863,1,-3552,1,0.2,0.0199,0.0,141,873,81008,"hip hop, pop",
Pharrell Williams,Frontin' (feat. Jay-Z) - Club Mix,236506,True,2003,67,894,404,9,-5913,0,0.13,453,1.57e-06,0.0801,759,102009,"hip hop, pop",
Chingy,Right Thurr,250746,True,2003,69,866,749,2,-3977,1,253,0.15,0.0,0.0614,891,92074,"hip hop, pop, R&B",
Eminem,Sing For The Moment,339546,True,2002,71,668,824,5,-4164,0,137,0.0017,3.05e-06,0.0426,185,163961,hip hop,
Lil' Kim,The Jump Off (feat. Mr. Cheeks) - Remix,234800,True,2003,48,853,752,1,-8831,1,339,178,4.65e-06,0.0553,935,104946,"hip hop, pop, R&B",
Mýa,My Love Is Like...Wo - Main Mix,209533,False,2003,48,831,695,4,-6491,1,109,194,1.24e-05,309,722,132817,"pop, R&B",
50 Cent,21 Questions,224440,True,2003,72,646,813,6,-3846,0,299,349,9.37e-05,0.0427,895,92729,"hip hop, pop",
Nelly,Air Force Ones,304000,True,2002,61,784,459,4,-9.74,0,317,0.0847,0.0,79,618,164062,"hip hop, pop, R&B",
Missy Elliott,Gossip Folks (feat. Ludacris),234893,True,2002,57,707,538,0,-5264,1,505,362,0.0,317,439,121732,"hip hop, pop, R&B",
Girls Aloud,Jump,220360,False,2003,60,658,826,8,-6031,1,0.0346,0.00189,0.00275,0.0492,795,134465,"pop, Dance/Electronic",
Ultrabeat,Pretty Green Eyes - Radio Edit,201920,False,2003,59,553,775,1,-10284,0,43,212,0.0,0.0728,0.51,139993,"pop, Dance/Electronic",
Christina Aguilera,Fighter,245960,False,2002,67,435,0.92,4,-1357,0,201,235,0.000353,552,0.45,188899,pop,
Frankie J,Don't Wanna Try,245293,False,2003,49,655,433,5,-7577,0,0.0348,444,0.0,221,199,130127,"hip hop, pop, R&B",
Snoop Dogg,Beautiful,299146,True,2005,67,893,0.74,11,-4936,0,132,299,0.0,0.0881,963,101025,"hip hop, pop",
Floetry,Say Yes,268373,False,2002,57,747,398,5,-12932,0,0.0743,211,1.42e-06,113,428,117901,"hip hop, pop, R&B",
Ginuwine,In Those Jeans,243306,True,2003,59,691,541,1,-5873,1,0.0776,508,0.0,0.0753,319,127683,"hip hop, pop, R&B",
Electric Six,Danger! High Voltage - Soulchild Radio Mix,214600,False,2003,0,0.66,698,11,-4722,0,0.0302,1.92e-05,166,0.0517,511,123005,rock,
Rachel Stevens,Sweet Dreams My LA Ex - Radio Edit,208386,False,2003,38,0.85,862,2,-3587,1,138,0.0733,0.00144,0.0936,908,130036,"pop, Dance/Electronic",
Ludacris,Stand Up,213760,True,2003,57,751,0.84,6,-4855,1,349,367,0.0,0.0916,801,99057,"hip hop, pop",
Nas,I Can,253720,False,2002,58,837,885,6,-3914,0,182,103,0.0,0.0666,694,95313,hip hop,
3 Doors Down,When I'm Gone,260333,False,2002,67,0.53,768,7,-5611,1,0.0284,0.00385,0.0,103,374,148095,"pop, rock, metal",
Tyrese,How You Gonna Act Like That,294693,False,2002,60,733,521,3,-3657,0,0.0457,107,0.0,0.0692,525,112913,"hip hop, pop, R&B",
Justin Timberlake,Cry Me a River,288333,False,2002,73,624,654,8,-6582,0,183,577,0.0,104,564,73898,pop,
Westlife,Mandy,199320,False,2003,57,447,636,5,-5.08,1,0.0278,254,9.25e-05,0.11,376,105678,pop,
No Doubt,It's My Life,226053,False,2003,60,612,735,8,-5074,0,0.0282,0.00202,0.00118,328,783,126326,"rock, pop",
Amanda Perez,Angel,218760,False,2003,48,638,0.54,0,-6849,1,0.0473,506,0.0,157,352,143772,"pop, R&B",
JAY-Z,Excuse Me Miss,281240,True,2002,56,714,862,6,-5531,1,286,0.0305,0.0,0.0884,887,92849,hip hop,
Coldplay,Clocks,307879,False,2002,79,577,749,5,-7215,0,0.0279,599,0.0115,183,255,130.97,"rock, pop",
Kelly Rowland,Stole,249293,False,2002,54,649,718,7,-4984,0,0.0594,0.00676,4.26e-06,174,477,79993,"hip hop, pop, R&B",
Missy Elliott,Work It,263226,True,2002,70,884,677,1,-5603,1,283,0.0778,0.0,0.0732,584,101868,"hip hop, pop, R&B",
Ashanti,Rock Wit U (Awww Baby),209120,False,2003,65,0.71,797,4,-3006,0,0.0582,408,0.0,0.16,849,94998,"hip hop, pop, R&B",
Junior Senior,Move Your Feet,181826,False,2002,67,747,904,9,-2623,1,0.0803,46,106,203,846,118877,pop,
